date,student,target,category,success
2022-09-05,Derek,20,name,True
2022-09-05,Beverly,a,name,True
2022-09-05,Beverly,a,sound,True
2022-09-05,Beverly,b,name,True
2022-09-05,Beverly,b,sound,True
2022-09-05,Beverly,c,name,True
2022-09-05,Beverly,c,sound,True
2022-09-05,Beverly,d,name,True
2022-09-05,Beverly,d,sound,True
2022-09-05,Beverly,e,name,True
2022-09-05,Beverly,e,sound,True
2022-09-05,Beverly,f,name,True
2022-09-05,Beverly,f,sound,True
2022-09-05,Beverly,g,name,True
2022-09-05,Beverly,g,sound,True
2022-09-05,Beverly,h,name,True
2022-09-05,Beverly,h,sound,True
2022-09-05,Beverly,i,name,True
2022-09-05,Beverly,i,sound,True
2022-09-05,Beverly,j,name,True
2022-09-05,Beverly,j,sound,True
2022-09-05,Beverly,k,name,True
2022-09-05,Beverly,k,sound,True
2022-09-05,Beverly,l,name,True
2022-09-05,Beverly,l,sound,True
2022-09-05,Beverly,m,name,True
2022-09-05,Beverly,m,sound,True
2022-09-05,Beverly,n,name,True
2022-09-05,Beverly,n,sound,True
2022-09-05,Beverly,o,name,True
2022-09-05,Beverly,o,sound,True
2022-09-05,Beverly,p,name,True
2022-09-05,Beverly,p,sound,True
2022-09-05,Beverly,q,name,True
2022-09-05,Beverly,q,sound,True
2022-09-05,Beverly,r,name,True
2022-09-05,Beverly,r,sound,True
2022-09-05,Beverly,s,name,True
2022-09-05,Beverly,s,sound,True
2022-09-05,Beverly,t,name,True
2022-09-05,Beverly,t,sound,True
2022-09-05,Beverly,u,name,True
2022-09-05,Beverly,u,sound,True
2022-09-05,Beverly,v,name,True
2022-09-05,Beverly,v,sound,True
2022-09-05,Beverly,w,name,True
2022-09-05,Beverly,w,sound,True
2022-09-05,Beverly,x,name,True
2022-09-05,Beverly,x,sound,True
2022-09-05,Beverly,y,name,True
2022-09-05,Beverly,y,sound,True
2022-09-05,Beverly,z,name,True
2022-09-05,Beverly,z,sound,True
2022-09-05,Beverly,A,name,True
2022-09-05,Beverly,B,name,True
2022-09-05,Beverly,C,name,True
2022-09-05,Beverly,D,name,True
2022-09-05,Beverly,E,name,True
2022-09-05,Beverly,F,name,True
2022-09-05,Beverly,G,name,True
2022-09-05,Beverly,H,name,True
2022-09-05,Beverly,I,name,True
2022-09-05,Beverly,J,name,True
2022-09-05,Beverly,K,name,True
2022-09-05,Beverly,L,name,False
2022-09-05,Beverly,M,name,True
2022-09-05,Beverly,N,name,True
2022-09-05,Beverly,O,name,True
2022-09-05,Beverly,P,name,True
2022-09-05,Beverly,Q,name,True
2022-09-05,Beverly,R,name,True
2022-09-05,Beverly,S,name,True
2022-09-05,Beverly,T,name,True
2022-09-05,Beverly,U,name,True
2022-09-05,Beverly,V,name,True
2022-09-05,Beverly,W,name,True
2022-09-05,Beverly,X,name,True
2022-09-05,Beverly,Y,name,True
2022-09-05,Beverly,Z,name,True
2022-09-05,Beverly,0,name,True
2022-09-05,Beverly,1,name,True
2022-09-05,Beverly,2,name,True
2022-09-05,Beverly,3,name,True
2022-09-05,Beverly,4,name,True
2022-09-05,Beverly,5,name,True
2022-09-05,Beverly,6,name,True
2022-09-05,Beverly,7,name,True
2022-09-05,Beverly,8,name,True
2022-09-05,Beverly,9,name,True
2022-09-05,Beverly,10,name,True
2022-09-05,Beverly,11,name,True
2022-09-05,Beverly,12,name,False
2022-09-05,Beverly,13,name,True
2022-09-05,Beverly,14,name,True
2022-09-05,Beverly,15,name,True
2022-09-05,Beverly,16,name,True
2022-09-05,Beverly,17,name,True
2022-09-05,Beverly,18,name,True
2022-09-05,Beverly,19,name,True
2022-09-05,Beverly,20,name,True
2022-09-06,Alan,a,name,True
2022-09-06,Alan,a,sound,False
2022-09-06,Alan,b,name,True
2022-09-06,Alan,b,sound,False
2022-09-06,Alan,c,name,False
2022-09-06,Alan,c,sound,False
2022-09-06,Alan,d,name,False
2022-09-06,Alan,d,sound,True
2022-09-06,Alan,e,name,True
2022-09-06,Alan,e,sound,False
2022-09-06,Alan,f,name,True
2022-09-06,Alan,f,sound,False
2022-09-06,Alan,g,name,False
2022-09-06,Alan,g,sound,True
2022-09-06,Alan,h,name,False
2022-09-06,Alan,h,sound,True
2022-09-06,Alan,i,name,True
2022-09-06,Alan,i,sound,False
2022-09-06,Alan,j,name,False
2022-09-06,Alan,j,sound,True
2022-09-06,Alan,k,name,False
2022-09-06,Alan,k,sound,False
2022-09-06,Alan,l,name,True
2022-09-06,Alan,l,sound,False
2022-09-06,Alan,m,name,True
2022-09-06,Alan,m,sound,False
2022-09-06,Alan,n,name,False
2022-09-06,Alan,n,sound,False
2022-09-06,Alan,o,name,False
2022-09-06,Alan,o,sound,False
2022-09-06,Alan,p,name,False
2022-09-06,Alan,p,sound,False
2022-09-06,Alan,q,name,False
2022-09-06,Alan,q,sound,False
2022-09-06,Alan,r,name,False
2022-09-06,Alan,r,sound,False
2022-09-06,Alan,s,name,False
2022-09-06,Alan,s,sound,True
2022-09-06,Alan,t,name,False
2022-09-06,Alan,t,sound,True
2022-09-06,Alan,u,name,True
2022-09-06,Alan,u,sound,False
2022-09-06,Alan,v,name,True
2022-09-06,Alan,v,sound,False
2022-09-06,Alan,w,name,True
2022-09-06,Alan,w,sound,False
2022-09-06,Alan,x,name,False
2022-09-06,Alan,x,sound,True
2022-09-06,Alan,y,name,False
2022-09-06,Alan,y,sound,True
2022-09-06,Alan,z,name,False
2022-09-06,Alan,z,sound,False
2022-09-06,Alan,A,name,True
2022-09-06,Alan,B,name,False
2022-09-06,Alan,C,name,True
2022-09-06,Alan,D,name,False
2022-09-06,Alan,E,name,False
2022-09-06,Alan,F,name,False
2022-09-06,Alan,G,name,False
2022-09-06,Alan,H,name,False
2022-09-06,Alan,I,name,True
2022-09-06,Alan,J,name,False
2022-09-06,Alan,K,name,False
2022-09-06,Alan,L,name,False
2022-09-06,Alan,M,name,False
2022-09-06,Alan,N,name,False
2022-09-06,Alan,O,name,True
2022-09-06,Alan,P,name,False
2022-09-06,Alan,Q,name,True
2022-09-06,Alan,R,name,True
2022-09-06,Alan,S,name,True
2022-09-06,Alan,T,name,True
2022-09-06,Alan,U,name,True
2022-09-06,Alan,V,name,False
2022-09-06,Alan,W,name,True
2022-09-06,Alan,X,name,True
2022-09-06,Alan,Y,name,False
2022-09-06,Alan,Z,name,True
2022-09-06,Alan,0,name,True
2022-09-06,Alan,1,name,True
2022-09-06,Alan,2,name,False
2022-09-06,Alan,3,name,True
2022-09-06,Alan,4,name,True
2022-09-06,Alan,5,name,True
2022-09-06,Alan,6,name,True
2022-09-06,Alan,7,name,True
2022-09-06,Alan,8,name,True
2022-09-06,Alan,9,name,False
2022-09-06,Alan,10,name,True
2022-09-06,Alan,11,name,True
2022-09-06,Alan,12,name,True
2022-09-06,Alan,13,name,True
2022-09-06,Alan,14,name,True
2022-09-06,Alan,15,name,True
2022-09-06,Alan,16,name,True
2022-09-06,Alan,17,name,True
2022-09-06,Alan,18,name,True
2022-09-06,Alan,19,name,True
2022-09-06,Alan,20,name,True
2022-09-06,Alan,cat,read,False
2022-09-06,Alan,flip,read,True
2022-09-06,Alan,think,read,False
2022-09-06,Alan,because,read,False
2022-09-06,Charles,a,name,True
2022-09-06,Charles,a,sound,False
2022-09-06,Charles,b,name,False
2022-09-06,Charles,b,sound,True
2022-09-06,Charles,c,name,False
2022-09-06,Charles,c,sound,True
2022-09-06,Charles,d,name,True
2022-09-06,Charles,d,sound,False
2022-09-06,Charles,e,name,False
2022-09-06,Charles,e,sound,True
2022-09-06,Charles,f,name,False
2022-09-06,Charles,f,sound,True
2022-09-06,Charles,g,name,True
2022-09-06,Charles,g,sound,False
2022-09-06,Charles,h,name,False
2022-09-06,Charles,h,sound,False
2022-09-06,Charles,i,name,True
2022-09-06,Charles,i,sound,False
2022-09-06,Charles,j,name,True
2022-09-06,Charles,j,sound,False
2022-09-06,Charles,k,name,False
2022-09-06,Charles,k,sound,True
2022-09-06,Charles,l,name,False
2022-09-06,Charles,l,sound,True
2022-09-06,Charles,m,name,False
2022-09-06,Charles,m,sound,True
2022-09-06,Charles,n,name,False
2022-09-06,Charles,n,sound,True
2022-09-06,Charles,o,name,False
2022-09-06,Charles,o,sound,False
2022-09-06,Charles,p,name,True
2022-09-06,Charles,p,sound,False
2022-09-06,Charles,q,name,True
2022-09-06,Charles,q,sound,False
2022-09-06,Charles,r,name,False
2022-09-06,Charles,r,sound,True
2022-09-06,Charles,s,name,True
2022-09-06,Charles,s,sound,False
2022-09-06,Charles,t,name,False
2022-09-06,Charles,t,sound,True
2022-09-06,Charles,u,name,True
2022-09-06,Charles,u,sound,False
2022-09-06,Charles,v,name,False
2022-09-06,Charles,v,sound,True
2022-09-06,Charles,w,name,False
2022-09-06,Charles,w,sound,True
2022-09-06,Charles,x,name,True
2022-09-06,Charles,x,sound,False
2022-09-06,Charles,y,name,False
2022-09-06,Charles,y,sound,True
2022-09-06,Charles,z,name,True
2022-09-06,Charles,z,sound,False
2022-09-06,Charles,A,name,True
2022-09-06,Charles,B,name,False
2022-09-06,Charles,C,name,True
2022-09-06,Charles,D,name,False
2022-09-06,Charles,E,name,True
2022-09-06,Charles,F,name,True
2022-09-06,Charles,G,name,True
2022-09-06,Charles,H,name,False
2022-09-06,Charles,I,name,True
2022-09-06,Charles,J,name,False
2022-09-06,Charles,K,name,False
2022-09-06,Charles,L,name,True
2022-09-06,Charles,M,name,False
2022-09-06,Charles,N,name,False
2022-09-06,Charles,O,name,False
2022-09-06,Charles,P,name,True
2022-09-06,Charles,Q,name,True
2022-09-06,Charles,R,name,False
2022-09-06,Charles,S,name,False
2022-09-06,Charles,T,name,False
2022-09-06,Charles,U,name,False
2022-09-06,Charles,V,name,True
2022-09-06,Charles,W,name,True
2022-09-06,Charles,X,name,True
2022-09-06,Charles,Y,name,True
2022-09-06,Charles,Z,name,False
2022-09-06,Charles,0,name,True
2022-09-06,Charles,1,name,False
2022-09-06,Charles,2,name,True
2022-09-06,Charles,3,name,True
2022-09-06,Charles,4,name,False
2022-09-06,Charles,5,name,True
2022-09-06,Charles,6,name,False
2022-09-06,Charles,7,name,False
2022-09-06,Charles,8,name,True
2022-09-06,Charles,9,name,False
2022-09-06,Charles,10,name,True
2022-09-06,Charles,11,name,True
2022-09-06,Charles,12,name,True
2022-09-06,Charles,13,name,True
2022-09-06,Charles,14,name,False
2022-09-06,Charles,15,name,True
2022-09-06,Charles,16,name,False
2022-09-06,Charles,17,name,False
2022-09-06,Charles,18,name,True
2022-09-06,Charles,19,name,False
2022-09-06,Charles,20,name,False
2022-09-06,Charles,cat,read,False
2022-09-06,Charles,flip,read,False
2022-09-06,Charles,think,read,False
2022-09-06,Charles,because,read,False
2022-09-06,Test,a,name,False
2022-09-06,Test,a,sound,False
2022-09-06,Test,b,name,False
2022-09-06,Test,b,sound,True
2022-09-06,Test,c,name,True
2022-09-06,Test,c,sound,False
2022-09-06,Test,d,name,False
2022-09-06,Test,d,sound,True
2022-09-06,Test,e,name,True
2022-09-06,Test,e,sound,False
2022-09-06,Test,f,name,False
2022-09-06,Test,f,sound,True
2022-09-06,Test,g,name,False
2022-09-06,Test,g,sound,True
2022-09-06,Test,h,name,False
2022-09-06,Test,h,sound,False
2022-09-06,Test,i,name,False
2022-09-06,Test,i,sound,False
2022-09-06,Test,j,name,True
2022-09-06,Test,j,sound,False
2022-09-06,Test,k,name,False
2022-09-06,Test,k,sound,True
2022-09-06,Test,l,name,True
2022-09-06,Test,l,sound,False
2022-09-06,Test,m,name,True
2022-09-06,Test,m,sound,False
2022-09-06,Test,n,name,False
2022-09-06,Test,n,sound,True
2022-09-06,Test,o,name,False
2022-09-06,Test,o,sound,True
2022-09-06,Test,p,name,False
2022-09-06,Test,p,sound,True
2022-09-06,Test,q,name,False
2022-09-06,Test,q,sound,True
2022-09-06,Test,r,name,True
2022-09-06,Test,r,sound,False
2022-09-06,Test,s,name,True
2022-09-06,Test,s,sound,True
2022-09-06,Test,t,name,True
2022-09-06,Test,t,sound,False
2022-09-06,Test,u,name,False
2022-09-06,Test,u,sound,True
2022-09-06,Test,v,name,True
2022-09-06,Test,v,sound,False
2022-09-06,Test,w,name,True
2022-09-06,Test,w,sound,True
2022-09-06,Test,x,name,False
2022-09-06,Test,x,sound,True
2022-09-06,Test,y,name,False
2022-09-06,Test,y,sound,True
2022-09-06,Test,z,name,True
2022-09-06,Test,z,sound,False
2022-09-06,Test,A,name,True
2022-09-06,Test,B,name,False
2022-09-06,Test,C,name,True
2022-09-06,Test,D,name,False
2022-09-06,Test,E,name,True
2022-09-06,Test,F,name,False
2022-09-06,Test,G,name,False
2022-09-06,Test,H,name,True
2022-09-06,Test,I,name,True
2022-09-06,Test,J,name,True
2022-09-06,Test,K,name,True
2022-09-06,Test,L,name,False
2022-09-06,Test,M,name,True
2022-09-06,Test,N,name,False
2022-09-06,Test,O,name,False
2022-09-06,Test,P,name,False
2022-09-06,Test,Q,name,False
2022-09-06,Test,R,name,True
2022-09-06,Test,S,name,True
2022-09-06,Test,T,name,False
2022-09-06,Test,U,name,True
2022-09-06,Test,V,name,False
2022-09-06,Test,W,name,False
2022-09-06,Test,X,name,False
2022-09-06,Test,Y,name,True
2022-09-06,Test,Z,name,True
2022-09-06,Test,0,name,False
2022-09-06,Test,1,name,False
2022-09-06,Test,2,name,False
2022-09-06,Test,3,name,True
2022-09-06,Test,4,name,True
2022-09-06,Test,5,name,True
2022-09-06,Test,6,name,False
2022-09-06,Test,7,name,False
2022-09-06,Test,8,name,True
2022-09-06,Test,9,name,True
2022-09-06,Test,10,name,False
2022-09-06,Test,11,name,True
2022-09-06,Test,12,name,False
2022-09-06,Test,13,name,True
2022-09-06,Test,14,name,False
2022-09-06,Test,15,name,False
2022-09-06,Test,16,name,False
2022-09-06,Test,17,name,True
2022-09-06,Test,18,name,True
2022-09-06,Test,19,name,False
2022-09-06,Test,20,name,True
2022-09-06,Beverly,a,name,True
2022-09-06,Beverly,a,sound,False
2022-09-06,Beverly,b,name,False
2022-09-06,Beverly,b,sound,True
2022-09-06,Beverly,c,name,False
2022-09-06,Beverly,c,sound,True
2022-09-06,Beverly,d,name,False
2022-09-06,Beverly,d,sound,True
2022-09-06,Beverly,e,name,False
2022-09-06,Beverly,e,sound,True
2022-09-06,Beverly,f,name,True
2022-09-06,Beverly,f,sound,False
2022-09-06,Beverly,g,name,True
2022-09-06,Beverly,g,sound,False
2022-09-06,Beverly,h,name,False
2022-09-06,Beverly,h,sound,True
2022-09-06,Beverly,i,name,True
2022-09-06,Beverly,i,sound,True
2022-09-06,Beverly,j,name,True
2022-09-06,Beverly,j,sound,False
2022-09-06,Beverly,k,name,False
2022-09-06,Beverly,k,sound,True
2022-09-06,Beverly,l,name,True
2022-09-06,Beverly,l,sound,False
2022-09-06,Beverly,m,name,True
2022-09-06,Beverly,m,sound,False
2022-09-06,Beverly,n,name,False
2022-09-06,Beverly,n,sound,True
2022-09-06,Beverly,o,name,True
2022-09-06,Beverly,o,sound,True
2022-09-06,Beverly,p,name,True
2022-09-06,Beverly,p,sound,False
2022-09-06,Beverly,q,name,False
2022-09-06,Beverly,q,sound,True
2022-09-06,Beverly,r,name,False
2022-09-06,Beverly,r,sound,True
2022-09-06,Beverly,s,name,False
2022-09-06,Beverly,s,sound,True
2022-09-06,Beverly,t,name,False
2022-09-06,Beverly,t,sound,True
2022-09-06,Beverly,u,name,True
2022-09-06,Beverly,u,sound,False
2022-09-06,Beverly,v,name,False
2022-09-06,Beverly,v,sound,True
2022-09-06,Beverly,w,name,False
2022-09-06,Beverly,w,sound,True
2022-09-06,Beverly,x,name,False
2022-09-06,Beverly,x,sound,False
2022-09-06,Beverly,y,name,True
2022-09-06,Beverly,y,sound,True
2022-09-06,Beverly,z,name,True
2022-09-06,Beverly,z,sound,True
2022-09-06,Beverly,A,name,False
2022-09-06,Beverly,B,name,True
2022-09-06,Beverly,C,name,False
2022-09-06,Beverly,D,name,False
2022-09-06,Beverly,E,name,False
2022-09-06,Beverly,F,name,False
2022-09-06,Beverly,G,name,False
2022-09-06,Beverly,H,name,True
2022-09-06,Beverly,I,name,True
2022-09-06,Beverly,J,name,False
2022-09-06,Beverly,K,name,False
2022-09-06,Beverly,L,name,False
2022-09-06,Beverly,M,name,True
2022-09-06,Beverly,N,name,True
2022-09-06,Beverly,O,name,True
2022-09-06,Beverly,P,name,True
2022-09-06,Beverly,Q,name,False
2022-09-06,Beverly,R,name,False
2022-09-06,Beverly,S,name,False
2022-09-06,Beverly,T,name,True
2022-09-06,Beverly,U,name,False
2022-09-06,Beverly,V,name,True
2022-09-06,Beverly,W,name,True
2022-09-06,Beverly,X,name,True
2022-09-06,Beverly,Y,name,True
2022-09-06,Beverly,Z,name,True
2022-09-06,Beverly,0,name,False
2022-09-06,Beverly,1,name,False
2022-09-06,Beverly,2,name,True
2022-09-06,Beverly,3,name,False
2022-09-06,Beverly,4,name,False
2022-09-06,Beverly,5,name,True
2022-09-06,Beverly,6,name,True
2022-09-06,Beverly,7,name,True
2022-09-06,Beverly,8,name,True
2022-09-06,Beverly,9,name,True
2022-09-06,Beverly,10,name,True
2022-09-06,Beverly,11,name,True
2022-09-06,Beverly,12,name,False
2022-09-06,Beverly,13,name,False
2022-09-06,Beverly,14,name,True
2022-09-06,Beverly,15,name,True
2022-09-06,Beverly,16,name,False
2022-09-06,Beverly,17,name,True
2022-09-06,Beverly,18,name,False
2022-09-06,Beverly,19,name,False
2022-09-06,Beverly,20,name,False
2022-09-06,Beverly,cat,read,True
2022-09-06,Beverly,flip,read,True
